# MOISTURE,KNOT_RATIO,TREERING,E,DENSITY,BEAMHEIGHT,BENDING_STRENGTH,STIFFNES
# %,-,MM,N/MM2,KG/M3,CM,N/MM2,N/MM
1.200000000000000000e+01,8.000000000000000167e-02,2.359999999999999876e+00,1.834700000000000000e+04,6.370000000000000000e+02,1.340000000000000000e+02,7.545000000000000284e+01,2.155427631578947967e+03
1.190000000000000036e+01,2.000000000000000111e-01,5.110000000000000320e+00,1.623900000000000000e+04,5.770000000000000000e+02,1.340000000000000000e+02,6.004999999999999716e+01,1.907777255639098257e+03
1.359999999999999964e+01,2.399999999999999911e-01,2.819999999999999840e+00,1.712000000000000000e+04,5.800000000000000000e+02,1.340000000000000000e+02,4.525000000000000000e+01,2.011278195488722304e+03
1.300000000000000000e+01,2.600000000000000089e-01,4.469999999999999751e+00,1.651900000000000000e+04,5.930000000000000000e+02,1.330000000000000000e+02,6.615999999999999659e+01,1.955374053030303457e+03
1.280000000000000071e+01,2.899999999999999800e-01,1.659999999999999920e+00,1.881900000000000000e+04,6.590000000000000000e+02,1.330000000000000000e+02,5.134000000000000341e+01,2.227627840909091447e+03
1.350000000000000000e+01,1.700000000000000122e-01,2.629999999999999893e+00,1.780200000000000000e+04,6.360000000000000000e+02,1.330000000000000000e+02,5.767000000000000171e+01,2.107244318181818471e+03
1.359999999999999964e+01,3.200000000000000067e-01,4.639999999999999680e+00,1.563700000000000000e+04,5.720000000000000000e+02,1.340000000000000000e+02,5.243999999999999773e+01,1.837053571428571786e+03
1.400000000000000000e+01,1.100000000000000006e-01,3.350000000000000089e+00,1.318900000000000000e+04,6.900000000000000000e+02,1.340000000000000000e+02,6.543999999999999773e+01,1.549459586466165547e+03
1.269999999999999929e+01,0.000000000000000000e+00,4.500000000000000000e+00,1.812100000000000000e+04,6.060000000000000000e+02,1.330000000000000000e+02,6.492000000000000171e+01,2.145004734848485441e+03
1.400000000000000000e+01,2.899999999999999800e-01,4.290000000000000036e+00,1.471600000000000000e+04,5.530000000000000000e+02,1.340000000000000000e+02,4.688000000000000256e+01,1.728853383458647158e+03
1.359999999999999964e+01,3.200000000000000067e-01,3.339999999999999858e+00,1.625200000000000000e+04,6.240000000000000000e+02,1.340000000000000000e+02,5.263000000000000256e+01,1.909304511278195832e+03
1.369999999999999929e+01,2.899999999999999800e-01,4.230000000000000426e+00,1.500500000000000000e+04,5.390000000000000000e+02,1.340000000000000000e+02,5.711999999999999744e+01,1.762805451127820106e+03
1.380000000000000071e+01,3.499999999999999778e-01,2.879999999999999893e+00,2.009200000000000000e+04,6.570000000000000000e+02,1.320000000000000000e+02,6.317999999999999972e+01,2.396469465648855476e+03
1.309999999999999964e+01,1.499999999999999944e-01,2.890000000000000124e+00,2.013000000000000000e+04,6.560000000000000000e+02,1.340000000000000000e+02,7.153000000000000114e+01,2.364896616541353978e+03
1.330000000000000071e+01,3.499999999999999778e-01,4.549999999999999822e+00,1.490300000000000000e+04,5.390000000000000000e+02,1.330000000000000000e+02,4.345000000000000284e+01,1.764086174242424704e+03
1.340000000000000036e+01,2.999999999999999889e-01,3.310000000000000053e+00,1.568400000000000000e+04,5.800000000000000000e+02,1.340000000000000000e+02,4.439000000000000057e+01,1.842575187969925310e+03
1.180000000000000071e+01,3.599999999999999867e-01,4.549999999999999822e+00,1.373800000000000000e+04,5.760000000000000000e+02,1.340000000000000000e+02,3.910999999999999943e+01,1.613956766917293407e+03
1.100000000000000000e+01,2.800000000000000266e-01,3.830000000000000071e+00,1.811000000000000000e+04,5.960000000000000000e+02,1.330000000000000000e+02,6.143999999999999773e+01,2.143702651515151956e+03
1.280000000000000071e+01,2.399999999999999911e-01,3.660000000000000142e+00,1.599800000000000000e+04,6.240000000000000000e+02,1.340000000000000000e+02,3.338000000000000256e+01,1.879464285714286234e+03
1.300000000000000000e+01,8.000000000000000167e-02,3.830000000000000071e+00,1.717600000000000000e+04,5.920000000000000000e+02,1.340000000000000000e+02,5.775999999999999801e+01,2.017857142857143344e+03
1.259999999999999964e+01,4.000000000000000222e-01,4.099999999999999645e+00,1.753100000000000000e+04,6.320000000000000000e+02,1.340000000000000000e+02,6.053000000000000114e+01,2.059562969924812478e+03
1.400000000000000000e+01,2.099999999999999922e-01,2.160000000000000142e+00,2.004000000000000000e+04,6.510000000000000000e+02,1.340000000000000000e+02,4.947999999999999687e+01,2.354323308270676989e+03
1.290000000000000036e+01,5.000000000000000278e-02,2.660000000000000142e+00,1.826200000000000000e+04,6.360000000000000000e+02,1.340000000000000000e+02,8.645999999999999375e+01,2.145441729323308664e+03
1.250000000000000000e+01,8.000000000000000167e-02,2.459999999999999964e+00,1.830900000000000000e+04,6.030000000000000000e+02,1.340000000000000000e+02,5.110000000000000142e+01,2.150963345864662188e+03
1.400000000000000000e+01,8.999999999999999667e-02,2.370000000000000107e+00,1.819300000000000000e+04,6.240000000000000000e+02,1.340000000000000000e+02,8.279000000000000625e+01,2.137335526315790048e+03
1.330000000000000071e+01,3.300000000000000155e-01,2.330000000000000071e+00,1.699200000000000000e+04,6.170000000000000000e+02,1.330000000000000000e+02,3.062999999999999901e+01,2.011363636363636715e+03
1.309999999999999964e+01,1.100000000000000006e-01,2.669999999999999929e+00,1.890900000000000000e+04,6.670000000000000000e+02,1.340000000000000000e+02,7.571999999999999886e+01,2.221452067669173175e+03
1.280000000000000071e+01,5.999999999999999778e-02,2.509999999999999787e+00,1.925900000000000000e+04,5.990000000000000000e+02,1.320000000000000000e+02,7.432999999999999829e+01,2.297113549618321031e+03
1.250000000000000000e+01,5.999999999999999778e-02,3.209999999999999964e+00,1.676900000000000000e+04,6.050000000000000000e+02,1.330000000000000000e+02,5.246999999999999886e+01,1.984966856060606460e+03
1.350000000000000000e+01,2.899999999999999800e-01,4.870000000000000107e+00,1.453900000000000000e+04,5.430000000000000000e+02,1.340000000000000000e+02,3.600999999999999801e+01,1.708059210526316292e+03
1.180000000000000071e+01,1.199999999999999956e-01,2.259999999999999787e+00,1.860500000000000000e+04,5.940000000000000000e+02,1.330000000000000000e+02,8.096999999999999886e+01,2.202296401515151956e+03
1.300000000000000000e+01,3.400000000000000244e-01,2.540000000000000036e+00,1.664500000000000000e+04,6.320000000000000000e+02,1.320000000000000000e+02,3.014000000000000057e+01,1.985329198473282986e+03
1.380000000000000071e+01,1.499999999999999944e-01,2.520000000000000018e+00,2.019000000000000000e+04,6.600000000000000000e+02,1.330000000000000000e+02,6.146000000000000085e+01,2.389914772727272975e+03
1.240000000000000036e+01,1.000000000000000056e-01,2.870000000000000107e+00,1.868000000000000000e+04,6.030000000000000000e+02,1.330000000000000000e+02,7.953000000000000114e+01,2.211174242424242948e+03
1.319999999999999929e+01,1.600000000000000033e-01,4.830000000000000071e+00,1.459600000000000000e+04,5.650000000000000000e+02,1.360000000000000000e+02,4.742999999999999972e+01,1.689351851851852416e+03
1.300000000000000000e+01,8.999999999999999667e-02,3.419999999999999929e+00,1.701200000000000000e+04,6.400000000000000000e+02,1.360000000000000000e+02,6.875000000000000000e+01,1.968981481481481978e+03
1.350000000000000000e+01,1.400000000000000133e-01,3.819999999999999840e+00,1.583800000000000000e+04,6.050000000000000000e+02,1.360000000000000000e+02,6.918999999999999773e+01,1.833101851851852416e+03
1.319999999999999929e+01,4.000000000000000222e-01,5.250000000000000000e+00,1.313500000000000000e+04,5.650000000000000000e+02,1.370000000000000000e+02,4.834000000000000341e+01,1.509076286764706083e+03
1.359999999999999964e+01,3.800000000000000044e-01,3.509999999999999787e+00,1.295000000000000000e+04,5.750000000000000000e+02,1.370000000000000000e+02,4.943999999999999773e+01,1.487821691176470949e+03
1.400000000000000000e+01,2.999999999999999889e-01,4.150000000000000355e+00,1.379400000000000000e+04,6.220000000000000000e+02,1.370000000000000000e+02,4.832000000000000028e+01,1.584788602941176805e+03
1.369999999999999929e+01,1.400000000000000133e-01,5.540000000000000036e+00,1.273300000000000000e+04,5.440000000000000000e+02,1.370000000000000000e+02,6.149000000000000199e+01,1.462890625000000227e+03
1.340000000000000036e+01,3.200000000000000067e-01,5.580000000000000071e+00,1.232200000000000000e+04,5.320000000000000000e+02,1.370000000000000000e+02,3.615999999999999659e+01,1.415670955882353155e+03
1.280000000000000071e+01,2.500000000000000000e-01,4.269999999999999574e+00,1.236600000000000000e+04,5.230000000000000000e+02,1.370000000000000000e+02,4.282999999999999829e+01,1.420726102941176805e+03
1.340000000000000036e+01,3.599999999999999867e-01,4.400000000000000355e+00,1.226500000000000000e+04,5.080000000000000000e+02,1.370000000000000000e+02,3.071000000000000085e+01,1.409122242647059238e+03
1.269999999999999929e+01,4.299999999999999933e-01,4.669999999999999929e+00,1.184800000000000000e+04,5.410000000000000000e+02,1.370000000000000000e+02,1.933999999999999986e+01,1.361213235294118022e+03
1.330000000000000071e+01,1.499999999999999944e-01,4.709999999999999964e+00,1.227100000000000000e+04,4.980000000000000000e+02,1.370000000000000000e+02,5.360000000000000142e+01,1.409811580882353155e+03
1.340000000000000036e+01,4.199999999999999845e-01,4.669999999999999929e+00,1.272500000000000000e+04,5.360000000000000000e+02,1.370000000000000000e+02,2.176999999999999957e+01,1.461971507352941444e+03
1.250000000000000000e+01,2.600000000000000089e-01,4.450000000000000178e+00,1.101200000000000000e+04,6.250000000000000000e+02,1.370000000000000000e+02,2.187000000000000099e+01,1.265165441176470949e+03
1.390000000000000036e+01,4.099999999999999756e-01,5.129999999999999893e+00,1.331000000000000000e+04,5.220000000000000000e+02,1.370000000000000000e+02,4.409000000000000341e+01,1.529181985294118022e+03
1.409999999999999964e+01,3.400000000000000244e-01,4.610000000000000320e+00,1.264600000000000000e+04,5.500000000000000000e+02,1.370000000000000000e+02,4.617000000000000171e+01,1.452895220588235588e+03
1.380000000000000071e+01,2.700000000000000178e-01,4.769999999999999574e+00,1.158400000000000000e+04,5.340000000000000000e+02,1.370000000000000000e+02,4.185999999999999943e+01,1.330882352941176805e+03
1.319999999999999929e+01,4.400000000000000022e-01,4.750000000000000000e+00,1.030500000000000000e+04,4.850000000000000000e+02,1.370000000000000000e+02,3.442000000000000171e+01,1.183938419117647300e+03
1.359999999999999964e+01,2.099999999999999922e-01,5.169999999999999929e+00,1.285500000000000000e+04,6.020000000000000000e+02,1.370000000000000000e+02,4.936999999999999744e+01,1.476907169117647300e+03
1.450000000000000000e+01,1.300000000000000044e-01,5.219999999999999751e+00,1.220200000000000000e+04,5.450000000000000000e+02,1.370000000000000000e+02,5.482000000000000028e+01,1.401884191176470949e+03
1.340000000000000036e+01,3.499999999999999778e-01,3.959999999999999964e+00,1.416300000000000000e+04,6.130000000000000000e+02,1.360000000000000000e+02,2.492000000000000171e+01,1.639236111111111541e+03
1.450000000000000000e+01,2.800000000000000266e-01,6.129999999999999893e+00,1.156800000000000000e+04,5.590000000000000000e+02,1.370000000000000000e+02,4.115999999999999659e+01,1.329044117647059238e+03
1.390000000000000036e+01,2.600000000000000089e-01,5.639999999999999680e+00,1.126700000000000000e+04,5.630000000000000000e+02,1.370000000000000000e+02,2.307999999999999829e+01,1.294462316176470949e+03
1.290000000000000036e+01,2.600000000000000089e-01,4.400000000000000355e+00,1.214300000000000000e+04,5.590000000000000000e+02,1.370000000000000000e+02,3.496999999999999886e+01,1.395105698529412166e+03
1.390000000000000036e+01,4.400000000000000022e-01,4.500000000000000000e+00,1.383100000000000000e+04,5.810000000000000000e+02,1.360000000000000000e+02,1.566000000000000014e+01,1.600810185185185446e+03
1.409999999999999964e+01,2.500000000000000000e-01,3.649999999999999911e+00,1.398700000000000000e+04,5.460000000000000000e+02,1.370000000000000000e+02,6.146999999999999886e+01,1.606962316176471177e+03
1.409999999999999964e+01,2.399999999999999911e-01,3.870000000000000107e+00,1.501400000000000000e+04,5.990000000000000000e+02,1.370000000000000000e+02,4.256000000000000227e+01,1.724954044117647527e+03
1.450000000000000000e+01,4.099999999999999756e-01,6.049999999999999822e+00,1.078500000000000000e+04,5.930000000000000000e+02,1.370000000000000000e+02,1.632999999999999829e+01,1.239085477941176805e+03
1.290000000000000036e+01,2.800000000000000266e-01,4.160000000000000142e+00,1.118500000000000000e+04,5.740000000000000000e+02,1.370000000000000000e+02,3.777000000000000313e+01,1.285041360294118022e+03
1.259999999999999964e+01,2.000000000000000111e-01,6.000000000000000000e+00,9.406000000000000000e+03,5.090000000000000000e+02,1.370000000000000000e+02,3.677000000000000313e+01,1.080652573529412166e+03
1.330000000000000071e+01,1.199999999999999956e-01,3.220000000000000195e+00,1.294700000000000000e+04,5.910000000000000000e+02,1.370000000000000000e+02,3.252000000000000313e+01,1.487477022058823877e+03
1.350000000000000000e+01,2.200000000000000011e-01,3.040000000000000036e+00,1.603200000000000000e+04,6.260000000000000000e+02,1.370000000000000000e+02,4.870000000000000284e+01,1.841911764705882888e+03
1.340000000000000036e+01,4.299999999999999933e-01,5.000000000000000000e+00,1.295600000000000000e+04,5.400000000000000000e+02,1.370000000000000000e+02,4.752000000000000313e+01,1.488511029411765094e+03
1.469999999999999929e+01,2.399999999999999911e-01,4.540000000000000036e+00,1.401600000000000000e+04,6.390000000000000000e+02,1.370000000000000000e+02,5.392000000000000171e+01,1.610294117647059466e+03
1.209999999999999964e+01,4.500000000000000111e-01,4.589999999999999858e+00,1.152600000000000000e+04,5.380000000000000000e+02,1.360000000000000000e+02,4.092000000000000171e+01,1.334027777777778056e+03
1.359999999999999964e+01,2.399999999999999911e-01,3.100000000000000089e+00,1.189400000000000000e+04,5.650000000000000000e+02,1.720000000000000000e+02,5.435999999999999943e+01,1.086805555555555884e+03
1.469999999999999929e+01,2.200000000000000011e-01,2.319999999999999840e+00,1.198800000000000000e+04,5.330000000000000000e+02,1.720000000000000000e+02,4.411999999999999744e+01,1.095394736842105658e+03
1.390000000000000036e+01,1.300000000000000044e-01,6.690000000000000391e+00,1.049300000000000000e+04,5.260000000000000000e+02,1.720000000000000000e+02,2.273000000000000043e+01,9.587902046783628975e+02
1.419999999999999929e+01,2.399999999999999911e-01,3.240000000000000213e+00,1.118100000000000000e+04,5.400000000000000000e+02,1.730000000000000000e+02,4.657000000000000028e+01,1.015715843023256070e+03
1.390000000000000036e+01,4.899999999999999911e-01,6.410000000000000142e+00,1.007200000000000000e+04,4.680000000000000000e+02,1.710000000000000000e+02,2.576000000000000156e+01,9.257352941176472996e+02
1.350000000000000000e+01,2.500000000000000000e-01,4.299999999999999822e+00,1.286200000000000000e+04,5.470000000000000000e+02,1.720000000000000000e+02,5.134000000000000341e+01,1.175255847953216744e+03
1.350000000000000000e+01,4.899999999999999911e-01,5.610000000000000320e+00,1.100700000000000000e+04,5.260000000000000000e+02,1.720000000000000000e+02,3.114999999999999858e+01,1.005756578947368780e+03
1.440000000000000036e+01,4.000000000000000083e-02,3.830000000000000071e+00,1.383000000000000000e+04,5.860000000000000000e+02,1.720000000000000000e+02,7.423999999999999488e+01,1.263706140350877604e+03
1.309999999999999964e+01,2.300000000000000100e-01,6.440000000000000391e+00,9.877000000000000000e+03,4.710000000000000000e+02,1.720000000000000000e+02,2.832000000000000028e+01,9.025036549707605218e+02
1.459999999999999964e+01,2.600000000000000089e-01,3.779999999999999805e+00,1.326800000000000000e+04,5.990000000000000000e+02,1.730000000000000000e+02,4.914999999999999858e+01,1.205305232558139778e+03
1.530000000000000071e+01,2.899999999999999800e-01,5.000000000000000000e+00,1.243700000000000000e+04,5.520000000000000000e+02,1.720000000000000000e+02,4.110000000000000142e+01,1.136421783625731450e+03
1.359999999999999964e+01,3.599999999999999867e-01,3.500000000000000000e+00,1.610400000000000000e+04,6.030000000000000000e+02,1.720000000000000000e+02,2.035999999999999943e+01,1.471491228070176021e+03
1.519999999999999929e+01,1.799999999999999933e-01,3.870000000000000107e+00,1.374600000000000000e+04,6.040000000000000000e+02,1.730000000000000000e+02,4.834000000000000341e+01,1.248728197674418880e+03
1.469999999999999929e+01,2.399999999999999911e-01,4.849999999999999645e+00,1.304000000000000000e+04,6.170000000000000000e+02,1.710000000000000000e+02,6.203999999999999915e+01,1.198529411764706083e+03
1.600000000000000000e+01,1.799999999999999933e-01,7.070000000000000284e+00,1.083100000000000000e+04,5.830000000000000000e+02,1.720000000000000000e+02,4.092000000000000171e+01,9.896747076023394811e+02
1.450000000000000000e+01,2.700000000000000178e-01,8.359999999999999432e+00,9.021000000000000000e+03,5.090000000000000000e+02,1.720000000000000000e+02,3.123999999999999844e+01,8.242872807017547530e+02
1.500000000000000000e+01,3.699999999999999956e-01,3.040000000000000036e+00,1.384800000000000000e+04,6.190000000000000000e+02,1.720000000000000000e+02,5.221000000000000085e+01,1.265350877192982807e+03
1.480000000000000071e+01,2.399999999999999911e-01,7.000000000000000000e+00,8.607000000000000000e+03,5.030000000000000000e+02,1.720000000000000000e+02,2.380000000000000071e+01,7.864583333333335986e+02
1.459999999999999964e+01,4.500000000000000111e-01,6.919999999999999929e+00,1.126900000000000000e+04,5.060000000000000000e+02,1.710000000000000000e+02,3.182000000000000028e+01,1.035753676470588516e+03
1.359999999999999964e+01,3.400000000000000244e-01,6.070000000000000284e+00,9.323000000000000000e+03,5.890000000000000000e+02,1.710000000000000000e+02,2.630000000000000071e+01,8.568933823529414440e+02
1.459999999999999964e+01,4.899999999999999911e-01,5.000000000000000000e+00,1.168000000000000000e+04,5.090000000000000000e+02,1.710000000000000000e+02,4.045000000000000284e+01,1.073529411764706083e+03
1.490000000000000036e+01,2.899999999999999800e-01,5.110000000000000320e+00,1.131300000000000000e+04,5.660000000000000000e+02,1.750000000000000000e+02,4.163000000000000256e+01,1.015894396551724412e+03
1.480000000000000071e+01,2.399999999999999911e-01,4.330000000000000071e+00,1.207600000000000000e+04,6.140000000000000000e+02,1.710000000000000000e+02,3.542000000000000171e+01,1.109926470588235588e+03
1.340000000000000036e+01,2.500000000000000000e-01,4.500000000000000000e+00,1.148500000000000000e+04,5.440000000000000000e+02,1.710000000000000000e+02,3.760000000000000142e+01,1.055606617647059011e+03
1.419999999999999929e+01,1.000000000000000056e-01,3.149999999999999911e+00,1.160300000000000000e+04,5.670000000000000000e+02,1.680000000000000000e+02,5.195000000000000284e+01,1.085610029940120057e+03
1.390000000000000036e+01,2.099999999999999922e-01,6.500000000000000000e+00,1.135500000000000000e+04,4.830000000000000000e+02,1.670000000000000000e+02,3.839000000000000057e+01,1.068806475903614910e+03
1.440000000000000036e+01,2.300000000000000100e-01,3.540000000000000036e+00,1.352200000000000000e+04,5.990000000000000000e+02,1.660000000000000000e+02,5.975000000000000000e+01,1.280492424242424477e+03
1.550000000000000000e+01,4.000000000000000083e-02,2.850000000000000089e+00,1.424400000000000000e+04,5.850000000000000000e+02,1.670000000000000000e+02,6.353000000000000114e+01,1.340737951807229592e+03
1.380000000000000071e+01,2.500000000000000000e-01,2.479999999999999982e+00,1.438500000000000000e+04,5.430000000000000000e+02,1.670000000000000000e+02,4.970000000000000284e+01,1.354009789156627221e+03
1.280000000000000071e+01,1.799999999999999933e-01,5.250000000000000000e+00,1.133400000000000000e+04,5.300000000000000000e+02,1.610000000000000000e+02,4.374000000000000199e+01,1.106835937500000227e+03
1.490000000000000036e+01,2.700000000000000178e-01,4.049999999999999822e+00,1.402600000000000000e+04,5.130000000000000000e+02,1.670000000000000000e+02,5.435000000000000142e+01,1.320218373493976515e+03
1.309999999999999964e+01,1.100000000000000006e-01,3.029999999999999805e+00,1.243900000000000000e+04,5.380000000000000000e+02,1.670000000000000000e+02,5.610999999999999943e+01,1.170839608433735293e+03
1.290000000000000036e+01,3.300000000000000155e-01,5.790000000000000036e+00,1.112100000000000000e+04,4.830000000000000000e+02,1.670000000000000000e+02,3.098000000000000043e+01,1.046780873493976287e+03
1.309999999999999964e+01,3.699999999999999956e-01,4.299999999999999822e+00,1.146000000000000000e+04,5.620000000000000000e+02,1.670000000000000000e+02,2.244999999999999929e+01,1.078689759036145006e+03
1.350000000000000000e+01,2.000000000000000111e-01,3.810000000000000053e+00,1.306200000000000000e+04,5.520000000000000000e+02,1.610000000000000000e+02,5.235000000000000142e+01,1.275585937500000227e+03
1.230000000000000071e+01,2.000000000000000111e-01,3.930000000000000160e+00,1.061800000000000000e+04,5.460000000000000000e+02,1.670000000000000000e+02,4.210000000000000142e+01,9.994352409638557901e+02
1.419999999999999929e+01,5.400000000000000355e-01,4.889999999999999680e+00,1.355200000000000000e+04,5.950000000000000000e+02,1.670000000000000000e+02,4.350000000000000000e+01,1.275602409638554491e+03
1.450000000000000000e+01,4.899999999999999911e-01,4.740000000000000213e+00,1.079900000000000000e+04,5.710000000000000000e+02,1.670000000000000000e+02,2.221999999999999886e+01,1.016472138554217167e+03
1.319999999999999929e+01,1.900000000000000022e-01,3.870000000000000107e+00,1.257900000000000000e+04,5.990000000000000000e+02,1.670000000000000000e+02,5.364999999999999858e+01,1.184017319277108754e+03
1.390000000000000036e+01,2.099999999999999922e-01,2.700000000000000178e+00,1.122600000000000000e+04,5.160000000000000000e+02,1.670000000000000000e+02,4.835000000000000142e+01,1.056664156626506383e+03
1.290000000000000036e+01,3.200000000000000067e-01,5.429999999999999716e+00,1.200400000000000000e+04,4.940000000000000000e+02,1.670000000000000000e+02,4.364999999999999858e+01,1.129894578313253305e+03
1.459999999999999964e+01,2.099999999999999922e-01,3.700000000000000178e+00,8.690000000000000000e+03,5.110000000000000000e+02,1.680000000000000000e+02,4.182999999999999829e+01,8.130613772455092203e+02
1.409999999999999964e+01,2.300000000000000100e-01,4.629999999999999893e+00,9.759000000000000000e+03,4.540000000000000000e+02,1.670000000000000000e+02,3.246999999999999886e+01,9.185805722891569758e+02
1.450000000000000000e+01,7.000000000000000666e-02,1.959999999999999964e+00,2.178100000000000000e+04,7.430000000000000000e+02,1.670000000000000000e+02,9.179999999999999716e+01,2.050169427710844047e+03
1.350000000000000000e+01,2.099999999999999922e-01,4.110000000000000320e+00,1.255300000000000000e+04,4.700000000000000000e+02,1.660000000000000000e+02,3.128000000000000114e+01,1.188731060606060737e+03
1.469999999999999929e+01,1.900000000000000022e-01,2.700000000000000178e+00,1.086700000000000000e+04,4.960000000000000000e+02,1.670000000000000000e+02,4.415999999999999659e+01,1.022872740963855790e+03
1.500000000000000000e+01,2.600000000000000089e-01,3.770000000000000018e+00,1.749400000000000000e+04,6.750000000000000000e+02,1.660000000000000000e+02,5.150000000000000000e+01,1.656628787878788216e+03
1.319999999999999929e+01,1.700000000000000122e-01,3.540000000000000036e+00,1.372100000000000000e+04,6.460000000000000000e+02,1.670000000000000000e+02,4.146999999999999886e+01,1.291509789156626994e+03
1.569999999999999929e+01,2.600000000000000089e-01,2.479999999999999982e+00,2.012100000000000000e+04,7.020000000000000000e+02,1.660000000000000000e+02,4.243999999999999773e+01,1.905397727272727707e+03
1.530000000000000071e+01,1.600000000000000033e-01,4.570000000000000284e+00,1.704400000000000000e+04,6.620000000000000000e+02,1.660000000000000000e+02,7.031000000000000227e+01,1.614015151515151956e+03
1.480000000000000071e+01,2.500000000000000000e-01,5.230000000000000426e+00,1.270000000000000000e+04,5.550000000000000000e+02,1.680000000000000000e+02,3.335000000000000142e+01,1.188248502994012142e+03
1.509999999999999964e+01,1.100000000000000006e-01,2.529999999999999805e+00,1.307500000000000000e+04,5.120000000000000000e+02,1.670000000000000000e+02,5.700000000000000000e+01,1.230704066265060646e+03
1.459999999999999964e+01,4.799999999999999822e-01,3.430000000000000160e+00,1.477500000000000000e+04,5.280000000000000000e+02,1.660000000000000000e+02,6.423999999999999488e+01,1.399147727272727707e+03
1.619999999999999929e+01,3.900000000000000133e-01,3.299999999999999822e+00,1.001700000000000000e+04,6.740000000000000000e+02,1.680000000000000000e+02,1.625000000000000000e+01,9.372193113772457309e+02
1.590000000000000036e+01,1.600000000000000033e-01,3.720000000000000195e+00,1.938500000000000000e+04,7.370000000000000000e+02,1.660000000000000000e+02,6.278999999999999915e+01,1.835700757575757962e+03
1.419999999999999929e+01,2.700000000000000178e-01,4.269999999999999574e+00,1.124900000000000000e+04,5.000000000000000000e+02,1.660000000000000000e+02,3.246999999999999886e+01,1.065246212121212238e+03
1.519999999999999929e+01,1.900000000000000022e-01,3.220000000000000195e+00,1.233900000000000000e+04,6.540000000000000000e+02,1.670000000000000000e+02,4.372999999999999687e+01,1.161426957831325581e+03
1.590000000000000036e+01,8.000000000000000167e-02,2.569999999999999840e+00,2.151700000000000000e+04,7.200000000000000000e+02,1.670000000000000000e+02,6.948000000000000398e+01,2.025320030120482670e+03
1.639999999999999858e+01,8.000000000000000167e-02,1.979999999999999982e+00,2.212100000000000000e+04,6.910000000000000000e+02,1.660000000000000000e+02,8.281000000000000227e+01,2.094791666666666970e+03
1.550000000000000000e+01,1.700000000000000122e-01,2.359999999999999876e+00,1.997700000000000000e+04,6.650000000000000000e+02,1.670000000000000000e+02,6.487999999999999545e+01,1.880365210843374143e+03
1.580000000000000071e+01,2.300000000000000100e-01,3.740000000000000213e+00,1.180100000000000000e+04,6.570000000000000000e+02,1.670000000000000000e+02,2.314000000000000057e+01,1.110786897590361832e+03
1.380000000000000071e+01,2.399999999999999911e-01,2.899999999999999911e+00,1.301300000000000000e+04,5.810000000000000000e+02,1.670000000000000000e+02,4.913000000000000256e+01,1.224868222891566575e+03
1.519999999999999929e+01,5.000000000000000278e-02,2.850000000000000089e+00,1.737400000000000000e+04,6.230000000000000000e+02,1.660000000000000000e+02,6.579000000000000625e+01,1.645265151515151956e+03
1.309999999999999964e+01,2.500000000000000000e-01,4.809999999999999609e+00,9.380000000000000000e+03,5.920000000000000000e+02,1.810000000000000000e+02,1.739000000000000057e+01,8.142361111111113132e+02
1.509999999999999964e+01,5.000000000000000278e-02,2.470000000000000195e+00,1.743400000000000000e+04,6.110000000000000000e+02,1.670000000000000000e+02,7.207999999999999829e+01,1.641001506024097125e+03
1.400000000000000000e+01,5.999999999999999778e-02,3.270000000000000018e+00,1.590200000000000000e+04,5.960000000000000000e+02,1.670000000000000000e+02,6.382000000000000028e+01,1.496799698795181257e+03
1.550000000000000000e+01,8.000000000000000167e-02,3.830000000000000071e+00,1.521600000000000000e+04,5.830000000000000000e+02,1.660000000000000000e+02,6.150000000000000000e+01,1.440909090909091447e+03
1.440000000000000036e+01,5.999999999999999778e-02,2.560000000000000053e+00,1.718300000000000000e+04,6.090000000000000000e+02,1.670000000000000000e+02,5.738000000000000256e+01,1.617375753012048790e+03
1.519999999999999929e+01,3.300000000000000155e-01,4.059999999999999609e+00,1.572800000000000000e+04,6.210000000000000000e+02,1.670000000000000000e+02,5.261999999999999744e+01,1.480421686746988598e+03
1.390000000000000036e+01,2.000000000000000111e-01,2.890000000000000124e+00,1.579500000000000000e+04,6.680000000000000000e+02,1.650000000000000000e+02,5.677000000000000313e+01,1.504858993902439579e+03
4.089999999999999858e+01,1.700000000000000122e-01,3.370000000000000107e+00,1.298900000000000000e+04,6.210000000000000000e+02,1.670000000000000000e+02,4.042000000000000171e+01,1.222609186746988371e+03
1.380000000000000071e+01,2.300000000000000100e-01,4.169999999999999929e+00,1.595200000000000000e+04,5.640000000000000000e+02,1.600000000000000000e+02,6.349000000000000199e+01,1.567610062893082159e+03
1.509999999999999964e+01,7.000000000000000666e-02,2.490000000000000213e+00,1.673500000000000000e+04,5.920000000000000000e+02,1.660000000000000000e+02,6.720000000000000284e+01,1.584753787878788216e+03
1.480000000000000071e+01,2.099999999999999922e-01,3.569999999999999840e+00,1.421500000000000000e+04,6.050000000000000000e+02,1.660000000000000000e+02,4.950000000000000000e+01,1.346117424242424704e+03
1.419999999999999929e+01,1.700000000000000122e-01,3.600000000000000089e+00,1.357300000000000000e+04,6.430000000000000000e+02,1.650000000000000000e+02,3.760000000000000142e+01,1.293159298780488143e+03
